experiment_name,run_mode,run_mode_param_name,run_mode_param_value,run_mode_param_label,warmup_constant_mix_omega,warmup_pool_power_k,num_nodes,network_type,network_label,resource_consumption_mode,resource_consumption_fixed_mode,consumption_label,strategy_update_rule,r,final_actual_cooperation_mean,final_mean_resource_mean,final_mean_pool_grown_mean,final_mean_consumption_mean,final_mean_payoff_mean,final_gini_mean,return_mean,return_std
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__fermi__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.360688787103804,0.69474903142755
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__fermi__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.0,0.0,0.0,0.0,0.0,0.0,356.8133357781848,183.9604552958561
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__fermi__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.4,172.91636363636363,97.6,10.165818181818182,10.165818181818182,0.11905475453535637,2603.5515897745136,2775.5186659548285
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__fermi__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.2,86.45818181818181,48.8,5.082909090909091,5.082909090909093,0.059527377267678164,1507.6205922742106,2276.449471806455
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__fermi__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.0,0.0,0.0,0.0,0.0,0.0,392.7184765399458,187.5853014319321
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.3562130609483787,0.6854431686094533
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.792,322.128,182.0,19.116,19.116000000000003,0.37338936855375676,4438.8809225024115,1887.5577224833396
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,0.9879999999999999,402.49381818181814,227.4,23.879090909090912,23.879090909090912,0.22099352431396055,5664.683966065555,20.548215772642525
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,0.9879999999999999,402.49381818181814,227.4,23.879090909090912,23.879090909090905,0.22099352431396047,5712.3816594674145,13.213424667036756
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,0.596,241.7621818181818,136.6,14.35290909090909,14.352909090909094,0.5257852127935528,3676.6470466636138,2505.1708269264604
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0916238752434824,0.36762019746701197
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.4,177.2363636363636,100.0,10.381818181818184,10.381818181818177,5.0247996161964115e-17,2610.0586113348763,2671.624123389682
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,1.0,443.090909090909,250.0,25.95454545454546,25.95454545454544,1.2578419954269445e-16,6211.443685423884,12.21962218885836
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,1.0,443.090909090909,250.0,25.95454545454546,25.954545454545446,1.2545578126712606e-16,6256.276856806415,8.896762070137807
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__fermi__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,1.0,443.090909090909,250.0,25.954545454545457,25.954545454545446,1.2315685333814735e-16,6277.244361615692,8.437727885746034
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__fermi__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.1341001123855903,0.30793163253167166
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__fermi__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,0.75,0.6,265.8545454545455,150.0,15.572727272727272,15.572727272727269,0.03037404912136666,3790.389185846245,2527.017828144698
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__fermi__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,1.25,1.0,443.0909090909092,250.0,25.95454545454545,25.95454545454545,0.050623415202277755,6210.814324051028,12.565911271124126
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__fermi__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,1.75,1.0,443.0909090909092,250.0,25.95454545454545,25.95454545454545,0.05062341520227774,6256.243071797861,9.415602792096092
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__fermi__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,fermi,2.25,1.0,443.0909090909092,250.0,25.95454545454545,25.95454545454545,0.05062341520227774,6277.353540304155,8.468833917570505
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.910948586220253,0.7325435211853506
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.0,0.0,0.0,0.0,0.0,0.0,313.21798945169854,169.1212103375956
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.4,173.00363636363636,97.6,10.122181818181819,10.12218181818182,0.11438105525463685,2595.1599293508784,2774.1739814323855
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.0,0.0,0.0,0.0,0.0,0.0,432.2952089428557,155.76488940925114
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.0,0.0,0.0,0.0,0.0,0.0,389.85424983084295,184.31632823143556
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.008,0.7709158210210109,0.4,0.03454580876187138,0.034545454545454504,0.9799999999848682,13.564458095271126,11.21133779302755
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.596,242.2610976392028,136.6,14.127454899670965,14.127454545454546,0.5199691665195642,3442.284502317536,2379.2934627322247
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,0.9879999999999999,403.25455218465737,227.4,23.52272762694369,23.522727272727273,0.21294158707786465,5636.921098843459,17.671144226265305
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,0.792,322.75782491193,182.0,18.82509126330733,18.82509090909091,0.3659448411014693,4644.745699256229,2079.9600251788843
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,0.596,242.2610976392028,136.6,14.127454899670965,14.127454545454546,0.5209902379140541,3666.5296670762073,2485.9628576033574
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0916238752434824,0.36762019746701197
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.4,177.2363636363636,100.0,10.381818181818184,10.381818181818177,5.0247996161964115e-17,2610.0586113348763,2671.624123389682
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,1.0,443.090909090909,250.0,25.95454545454546,25.95454545454544,1.2578419954269445e-16,6211.443685423884,12.21962218885836
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,1.0,443.090909090909,250.0,25.95454545454546,25.954545454545446,1.2545578126712606e-16,6256.276856806415,8.896762070137807
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,1.0,443.090909090909,250.0,25.954545454545457,25.954545454545446,1.2315685333814735e-16,6277.244361615692,8.437727885746034
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.169528391275722,0.3065525040528204
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,0.75,0.6,265.8545454545455,150.0,15.572727272727274,15.572727272727269,0.029238412273516312,3760.6755195144506,2548.902470761831
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.25,1.0,443.0909090909091,250.0,25.954545454545457,25.95454545454545,0.048730687122527164,6210.792171540588,12.659226083503967
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,1.75,1.0,443.0909090909091,250.0,25.95454545454545,25.954545454545457,0.04873068712252718,6256.188036639907,9.45507904086575
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_degree_scaled__fermi__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,fermi,2.25,1.0,443.0909090909091,250.0,25.954545454545457,25.954545454545457,0.04873068712252718,6277.309197694197,8.487966720188338
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2.7871183409511717,0.3504477517906111
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.152,58.390499208069414,10.982693573795947,4.851513660691169,4.254137019473856,0.39756571483725883,1415.2925633306634,1140.7074590888205
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.44799999999999995,195.6820493089587,41.074618882251094,13.538551540501993,13.30484409992221,0.5230419553782403,3449.061243836052,518.152826506422
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.46399999999999997,211.69839197472464,43.300847953216376,14.378246932031118,13.831679737167297,0.506972600083535,3512.9581641781115,460.1923493600219
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.472,215.59573840015793,44.6464828738513,14.571744814020544,14.045724275171787,0.5064602736956746,3511.3871449088865,461.3570106891771
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.300841415647531,0.7277017109762729
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.244,95.8034998905662,21.69209887212297,7.556335136464047,5.555782085078815,0.6118163096926192,2035.5599260261126,1034.2318042823308
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.4,183.75583356229487,39.115720552129275,13.06073784584182,10.599410119266642,0.3695325800479223,3381.892730135737,181.8675600204044
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.43200000000000005,196.494734229127,43.45408433806347,13.71367281967964,11.542865127178604,0.3753243619948854,3632.555191299651,141.3884988279494
n50_er_k4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.43199999999999994,204.15884816114607,43.89063492063492,14.053695883324712,12.433579305810328,0.35449233066927743,3687.277232989288,176.56108174602068
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0716190611011553,0.6514414245013986
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.156,62.01098166879389,13.59791632788071,5.110416269864717,5.018052795034074,0.25640394246872356,1415.9936553753253,1458.0794795772672
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.384,243.26555429355912,45.089342800781864,16.088586670994655,13.582407544660683,0.2662207187904958,3894.312255784041,366.7946541309137
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.42000000000000004,254.24455242448425,52.52,16.580433328989766,15.216319173678675,0.26316116538638024,4076.39631393261,369.22868822759307
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.42400000000000004,256.70433714267693,53.52,16.705482814854122,15.300163660448586,0.2601525097446342,4117.801421109564,387.9713886704287
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.40833161413864,0.4619109396550291
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.188,96.6650200785684,20.269138583173124,7.399629879872859,6.72534937887291,0.6751127109087915,2193.4517386950665,846.8651750704639
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.356,203.0601215513735,39.722880811430954,13.854918038642007,12.799127211963295,0.34561263673791986,3684.1204897506323,548.0884206688785
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.4,225.78084847181663,46.035654246247944,15.077178087382055,14.786464811557607,0.305384714698533,3860.233783409859,413.20146471611275
n50_ws_k4_p0p1__constant_mix_omega0p5__piecewise_linear_constant__q_learning__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.396,220.13399194784915,44.97849756266995,14.737779724491133,15.298331377529042,0.3134281687606085,3838.2358195954985,398.1056751073827
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.257589002023044,0.28707650731978296
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.21999999999999997,104.76440748890548,18.19486988682538,8.013548138184493,5.383578447351199,0.41806509305880646,1927.7278529095086,1238.4753583196014
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.376,197.8825956501824,39.24592064944851,13.715969430855683,10.866902695390184,0.42444458320610484,3469.4574994801637,526.5324493446183
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.384,216.73240768472434,41.270431479679594,14.71839486295209,10.563596646659345,0.4239992059821656,3725.941869351929,522.6978070485764
n50_ba_m2__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.372,217.01093161737654,37.90310327099801,14.762099303201817,10.131044856541985,0.41838452408538523,3769.8834069860422,506.32110159927805
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.02,1.8072700763823306,1.0,0.08636334182025895,0.08636658179741047,0.9799999999989153,26.315957183941617,0.7282920614867607
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.316,114.26323012348021,28.45930413655413,8.618558682985787,7.604816547519057,0.5074549580969763,2252.290770719663,993.1801857765158
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.392,201.6005460856749,38.80819578001596,13.550469325495126,11.341628901267544,0.32938153481345356,3488.307030513787,216.21294349890138
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.42400000000000004,218.29075627154856,45.05004159760574,14.351998077429176,12.802792800394187,0.3231963544707738,3623.4929509275003,192.01728057932092
n50_er_k4__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r2p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.43600000000000005,213.5316986105509,46.73380952380953,14.116502092396834,12.518158855011075,0.3139710056851267,3661.670460580677,111.00180632092943
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r0p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0716190611011553,0.6514414245013986
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r0p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.156,62.01098166879389,13.59791632788071,5.110416269864717,5.018052795034074,0.25640394246872356,1415.9936553753253,1458.0794795772672
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r1p25,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.384,243.26555429355912,45.089342800781864,16.088586670994655,13.582407544660683,0.2662207187904958,3894.312255784041,366.7946541309137
n50_regular_d4__constant_mix_omega0p5__piecewise_linear_degree_scaled__q_learning__r1p75,constant_mix,warmup_constant_mix_omega,0.5,omega0p5,0.5,,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.42000000000000004,254.24455242448425,52.52,16.580433328989766,15.216319173678675,0.26316116538638024,4076.39631393261,369.22868822759307
