experiment_name,run_mode,num_nodes,network_type,network_label,resource_consumption_mode,resource_consumption_fixed_mode,consumption_label,strategy_update_rule,r,final_actual_cooperation_mean,final_mean_resource_mean,final_mean_pool_grown_mean,final_mean_consumption_mean,final_mean_payoff_mean,final_gini_mean,return_mean,return_std
n50_ba_m2__uniform__piecewise_linear_constant__q_learning__r1p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,891.9313790243289,483.93839392692144
n50_ba_m2__uniform__piecewise_linear_constant__q_learning__r2p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1746.8098401379327,415.99872929534143
n50_ba_m2__uniform__piecewise_linear_constant__q_learning__r2p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2371.392951251658,392.4127850839104
n50_ba_m2__uniform__piecewise_linear_constant__q_learning__r3p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,constant,piecewise_linear_constant,q_learning,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2847.8717245364173,614.1647898894325
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r0p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.9832606973524698,0.33521793007235473
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r0p5,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.5,0.004,0.33236361814564014,0.2,0.03181817979396002,0.03181820206039984,0.19599999999976409,21.003868681741398,32.539639520570724
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r0p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.012,1.329454345530857,0.6,0.12727270505898414,0.12727294941015874,0.7839999999990563,75.95794428636785,31.782827441000947
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r1p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.016,1.627100524173996,0.8,0.15876874511024194,0.1304943670793986,0.9799999999987936,633.2744317548243,450.00156836383104
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r1p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.02,1.6615516871537714,1.0,0.1590612985726413,0.15938701427358715,0.9799999999988203,1522.0462673478826,463.63592926571
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r2p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.02,1.6618159878436163,1.0,0.1590906653159574,0.15909334684042611,0.9799999999988204,1761.3082554800665,421.10661068351106
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r2p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.75,0.02,1.6618181817875226,1.0,0.1590909090875025,0.15909090912497498,0.9799999999988204,2149.360439985791,205.10414540493028
n50_er_k4__uniform__piecewise_linear_constant__q_learning__r3p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,constant,piecewise_linear_constant,q_learning,3.25,0.028000000000000004,4.535746182015304,1.4234861791351425,0.42905615835329447,0.439842438608832,0.9658222857431173,2381.312557539663,311.75039375266704
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r0p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6766389203125,0.2650899354798423
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r0p5,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9665008221500004,1.1053800493375803
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r0p75,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,9.602154555093495,4.488219305341342
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r1p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,464.03732213247633,578.2401136622778
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r1p75,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1659.7782625145105,238.24715439425034
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r2p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2023.0122393076495,506.25421640292024
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r2p75,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2499.5073719137135,354.6662074915678
n50_regular_d4__uniform__piecewise_linear_constant__q_learning__r3p25,uniform,50,regular,n50_regular_d4,piecewise_linear,constant,piecewise_linear_constant,q_learning,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2828.960812469919,510.04119141207485
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r0p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.7479481413456484,0.24968689932118837
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r0p5,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.03876415453654,1.1070534411123842
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r0p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,14.044368447441721,4.851408550875315
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r1p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,842.6921630109689,337.3387655253421
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r1p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1336.6099636264848,480.39577180275126
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r2p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1707.2745010183367,562.8054731122743
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r2p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2119.5050217382195,522.3978746783955
n50_ws_k4_p0p1__uniform__piecewise_linear_constant__q_learning__r3p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,constant,piecewise_linear_constant,q_learning,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2755.7334753050586,203.45648758007474
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r0p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.7447085859219016,0.28163244728796166
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r0p5,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.931187610596351,0.7964579416594689
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r0p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,7.448242155275986,2.509690570262897
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r1p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,376.8182446278656,489.79938657563576
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r1p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,905.2983937092986,449.0343455294821
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r2p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1664.3555535015432,453.69810649811683
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r2p75,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.75,0.0,0.0,0.0,0.00487903600537617,0.0,0.0,2187.0903525625213,716.146746964284
n50_ba_m2__uniform__piecewise_linear_degree_scaled__q_learning__r3p25,uniform,50,scale_free,n50_ba_m2,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2279.1214724061338,503.55532040817496
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r0p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.02,1.8072727007300817,1.0,0.08636363341445352,0.08636366585546476,0.9799999999989154,45.334497566653134,0.33660641391975893
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r0p5,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.5,0.012,1.8054760452830378,0.6,0.08616400503144866,0.0883599496855135,0.9799999999989144,48.50676154236204,1.2040365995004814
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r0p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.02,1.80281340533401,1.0,0.08586815614822332,0.09131843851776687,0.9799999999989126,56.30173914901142,7.47735456592973
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r1p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.02,1.8072727032927838,1.0,0.0863636336991982,0.08636366300801801,0.9799999999989153,530.5818924312746,384.4516170853362
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r1p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.02,1.8037749999833068,1.0,0.0859749999981452,0.09025000001854795,0.9799999999989131,1316.6363446882283,333.84241561157256
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r2p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.016,1.8069539441336986,0.8,0.08632821601485538,0.08671783985144624,0.9799999999989151,1773.4321889635164,259.6111811291003
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r2p75,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.75,0.016,1.8065644330329742,0.8,0.08628493700366378,0.08715062996336215,0.9799999999989149,2153.573069443187,303.57214701119807
n50_er_k4__uniform__piecewise_linear_degree_scaled__q_learning__r3p25,uniform,50,erdos_renyi,n50_er_k4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,3.25,0.05600000000000001,8.811041716798176,2.0911041437585434,0.9454357557103161,0.9400255094757559,0.9213040290278846,2857.7792147109767,630.8049348648923
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r0p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6766389203125,0.2650899354798423
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r0p5,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9665008221500004,1.1053800493375803
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r0p75,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,9.602154555093495,4.488219305341342
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r1p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,464.03732213247633,578.2401136622778
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r1p75,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1659.7782625145105,238.24715439425034
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r2p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2023.0122393076495,506.25421640292024
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r2p75,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2499.5073719137135,354.6662074915678
n50_regular_d4__uniform__piecewise_linear_degree_scaled__q_learning__r3p25,uniform,50,regular,n50_regular_d4,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2828.960812469919,510.04119141207485
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r0p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.7510613371789816,0.2493704714929603
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r0p5,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0422371228620735,1.1176904128103984
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r0p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,0.75,0.0,0.0,0.0,0.0,0.0,0.0,14.26393515774942,5.182684548254056
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r1p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.25,0.0,0.0,0.0,0.0,0.0,0.0,742.5992420989786,453.5843053963647
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r1p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1388.1950534161965,506.24841604462614
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r2p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1694.8313017471933,529.3656687274272
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r2p75,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2063.9352157837957,506.3037254985447
n50_ws_k4_p0p1__uniform__piecewise_linear_degree_scaled__q_learning__r3p25,uniform,50,small_world,n50_ws_k4_p0p1,piecewise_linear,degree_scaled,piecewise_linear_degree_scaled,q_learning,3.25,0.0,0.8987264012761248,0.0,0.1320927253817406,0.0,0.19007680741385516,2882.2008801611964,160.6902698695387
